イメージ,e,76,
殺害,n,2,
短所,n,5,
現実味,p,3,
渇,n,3,
物騒,n,3,
ストイック,n,1,
伝説,e,2,
嘆き,n,3,
微妙,e,2,
妙,e,10,
総スカン,n,1,
名人,p,5,
お化け,n,3,
穏便,p,3,
途上,n,1,
持続,p,3,
化け物,n,3,
ダイエット,e,4,
天使,p,1,
数日,e,4,
萎縮,n,4,
教師,e,7,
期限,e,3,
爆弾,n,4,
有効,p,3,
温度差,n,2,
季節,e,6,
満開,p,4,
テク,p,1,
テクニック,p,1,
打開,e,6,
吹雪,e,5,
表彰,p,1,
僻,n,1,
絵,p,4,
新緑,p,1,
僅か,n,2,
絶頂,p,2,
雑菌,n,1,
幸福感,p,4,
境遇,e,4,
後退,n,2,
衰退,n,3,
月日,e,2,
醜,n,7,
妬心,n,8,
一途,p,3,
品種,e,1,
花見,e,2,
香り,p,3,
爽やか,p,1,
熱意,p,3,
師匠,p,2,
匠,p,2,
真似,n,2,
悲劇,n,2,
痴情,n,1,
開拓,e,2,
決断力,p,3,
サス,e,1,
サスペンス,n,1,
悔い,n,2,
承諾,e,1,
諾,e,1,
もやもや,n,1,
痒み,n,1,
肩こり,n,3,
毛虫,n,2,
そり,e,4,
神話,e,2,
敵意,n,3,
気色,e,1,
むち打ち,n,1,
自尊,e,6,
自尊心,p,6,
醜態,n,1,
暴露,n,3,
不便,n,2,
包容力,p,1,
悪巧み,n,2,
巧み,p,2,
円滑,p,3,
傷痕,n,1,
嫌味,n,2,
倒産,n,2,
遂行,e,2,
脱線,n,4,
スリル,p,5,
禁断,e,2,
ワガママ,n,3,
倦怠,n,3,
新鮮さ,p,1,
自業自得,n,1,
報い,e,2,
思う存分,e,1,
慢性,n,2,
頼み,e,3,
嘔吐,n,1,
ドキドキ感,p,2,
万引,n,1,
万引き,n,1,
無気力,n,6,
修理,e,4,
強運,p,6,
シンプル,e,1,
絶叫,e,2,
気絶,n,2,
スマート,p,1,
持ち出し,e,2,
処分,n,4,
物質,e,4,
紛失,n,2,
速報,e,3,
的確,p,4,
傲慢さ,n,4,
屈辱,n,2,
倒壊,n,7,
表裏,e,1,
復興,e,1,
対岸の火事,n,1,
破片,n,3,
屈強,p,1,
天災,n,1,
不測,e,1,
リストラ,n,5,
ハードル,n,5,
医師,e,6,
難所,n,2,
叫び,e,2,
転倒,n,2,
親切,p,2,
人望,p,5,
ハッピー,p,2,
うそ,n,4,
エール,p,2,
改革,e,1,
革,e,2,
噴火,n,2,
むやみ,n,3,
震災,n,1,
大震災,n,1,
被災,n,1,
被災地,n,1,
悪循環,n,3,
急落,n,1,
あし,e,2,
手放し,e,2,
封,e,4,
無力,n,3,
無力さ,n,1,
遅延,n,2,
タッグ,e,1,
バカ,n,1,
罰,n,3,
届け,e,2,
気合,p,1,
気合い,p,1,
指針,p,2,
参考,e,2,
軽快,p,3,
ずぶ濡れ,n,1,
丁寧,p,2,
丁寧さ,p,1,
探検,e,1,
乗り換え,e,3,
吉兆,p,7,
錆,n,1,
敬遠,e,2,
言い争い,n,3,
競争心,e,2,
雪道,e,6,
フレッシュさ,p,2,
他殺,n,2,
感電,n,1,
シビア,n,1,
自棄,n,3,
自暴自棄,n,3,
偏り,n,1,
訃,n,4,
訃報,n,4,
外交,e,1,
別居,n,1,
ルーツ,e,2,
因縁,n,2,
怨み,n,1,
趣き,p,1,
辞職,e,2,
滞り,n,2,
ごたごた,n,1,
熟成,e,1,
安堵,p,4,
著名,p,1,
著名人,p,1,
女王,e,2,
切なさ,n,4,
不治の病,n,1,
なぞ,e,1,
へま,n,1,
まっさら,p,1,
オーソドックス,e,3,
凶器,n,3,
刺殺,e,2,
品位,p,1,
大事故,n,1,
痛手,n,2,
離脱,e,2,
過小,n,1,
おざなり,n,2,
騒音,n,2,
目覚まし,e,2,
故人,n,32,
刑,n,4,
死刑,n,3,
インスピレーション,p,3,
革新,e,1,
安楽,p,1,
安楽死,n,1,
アウト,n,3,
抗力,e,1,
守護,e,9,
心霊写真,n,2,
記念,e,1,
オーディション,e,1,
メリット,p,3,
発言力,p,2,
うがい,e,5,
監視,e,2,
大袈裟,n,1,
不審者,n,1,
待ち伏せ,e,1,
たね,e,2,
許容,p,1,
クビ,n,3,
侵入,n,2,
正体,e,4,
エイリアン,e,1,
心地良さ,p,1,
スピーディー,p,2,
加算,e,1,
再起,p,1,
死産,n,2,
流産,n,3,
クリエイター,e,1,
産みの苦しみ,n,1,
職種,e,4,
生みの苦しみ,n,2,
難産,n,4,
陣痛,n,4,
羞恥,n,1,
羞恥心,e,1,
手術,?p?n,2,
切開,e,3,
帝王切開,e,3,
二種類,e,3,
獲得,p,2,
強風,n,2,
際限,e,1,
遺産,p,4,
相続,e,2,
気負い,e,2,
吉報,p,5,
オシャレ,p,1,
尊重,p,5,
セーブ,e,2,
タッチ,e,1,
冗談,n,1,
嗅覚,p,1,
取り越し苦労,n,4,
永遠,p,6,
攻め,p,2,
美化,e,5,
手の内,e,1,
クールダウン,e,2,
多さ,e,1,
紛れ,e,2,
装備,e,1,
退屈,n,12,
錯誤,n,1,
リーダーシップ,p,4,
社交性,e,4,
強敵,n,2,
塊,e,3,
感染,n,1,
被害妄想,n,1,
正義感,p,4,
強調,e,2,
投げやり,n,1,
栄養不足,n,1,
やたら,e,1,
癇,n,1,
名残,n,3,
クリーン,p,1,
逮捕,n,25,
濡れ衣,n,1,
冤罪,n,2,
物欲,e,1,
勧誘,e,1,
共犯,n,1,
開放感,p,2,
拘束,n,5,
刑務,n,1,
刑務所,n,1,
違反,n,1,
脱走,n,2,
手錠,n,1,
早期,e,4,
品格,p,1,
コミュニケーション能力,p,5,
プレゼント,p,8,
高潮,e,2,
飾り,e,1,
誇り,p,1,
原石,e,1,
歓喜,p,1,
現金,p,1,
信憑,p,2,
信憑性,p,2,
貯蓄,e,4,
粉,e,4,
偽物,n,1,
哲学,p,1,
冬,e,2,
主観,e,4,
唐,e,1,
相愛,p,2,
相思,e,2,
相思相愛,p,2,
温かみ,p,2,
理想像,e,2,
実績,p,4,
即座,e,1,
尊厳,p,1,
淋しさ,n,1,
わがまま,n,7,
ずる,n,4,
天敵,n,2,
魂,p,5,
しつこさ,n,1,
執念,n,1,
悪知恵,n,1,
テロリスト,n,1,
言い過ぎ,n,1,
不利益,n,1,
火の粉,n,2,
考慮,e,3,
賢さ,p,1,
汗,e,3,
活性,p,2,
活性化,p,2,
疑惑,n,1,
寝坊,n,4,
忘れ物,n,6,
転嫁,n,2,
旨,e,1,
折り合い,p,1,
今年,e,1,
奴,e,1,
烙印,n,2,
不在,n,3,
表情,p,10,
一致,e,3,
団結,e,1,
団結力,p,1,
病状,n,1,
独立心,p,4,
犯罪者,n,2,
気付き,e,8,
頑固,n,1,
厳格,n,1,
機会損失,n,1,
介護,e,2,
危篤,n,1,
ノスタルジック,p,2,
４日,e,1,
ポロ,e,1,
計算,e,1,
設備,p,1,
魔力,e,1,
月明かり,e,1,
文化,p,5,
迷子,n,3,
慈愛,p,2,
お墓,e,7,
墓,n,11,
墓参,e,7,
鮮やか,p,2,
穏やかさ,p,1,
教養,p,2,
評判,p,7,
フォロー,e,1,
ロマン,p,5,
ロマンス,p,3,
自然さ,e,1,
不自然,n,4,
不自然さ,n,1,
三日,e,3,
周知,e,2,
半月,e,2,
上限,e,1,
遠心力,e,1,
重力,e,1,
風流,p,1,
泡,e,2,
霞,e,1,
念願,e,1,
闘志,p,2,
感心,p,1,
フラストレーション,n,3,
友好,p,2,
無条件,e,2,
暴力団,n,1,
パーマ,e,1,
言いなり,n,1,
しなやか,p,1,
しなやかさ,p,1,
執拗,n,1,
ダメだし,n,1,
キャッチ,e,4,
アーティスト,e,2,
不可欠,p,3,
朗報,p,1,
台風,n,2,
逆流,e,1,
交感,e,1,
ビジネスチャンス,e,1,
警報,e,1,
財力,p,2,
伴侶,e,3,
既視感,e,2,
漏れ,n,2,
単調,n,2,
別離,n,3,
終焉,n,1,
波風,n,1,
途中下車,e,1,
実力者,p,2,
電車内,e,1,
安堵感,p,1,
認知,e,1,
みずから,e,2,
部品,n,1,
無敵,p,2,
副作用,n,1,
快速,p,1,
通過,e,2,
速やか,p,1,
手詰まり,n,2,
股,e,1,
整備,e,1,
だるさ,n,1,
粘り強さ,p,2,
手動,e,1,
とどめ,n,1,
現状維持,e,4,
人身事故,n,1,
老朽,n,2,
老朽化,n,2,
スピード感,p,1,
古さ,e,1,
蒸気,e,2,
辟易,n,3,
栄光,p,3,
弊害,n,2,
着信,e,2,
留守,e,1,
思念,e,3,
不摂生,n,8,
盛り,p,4,
重大事件,n,1,
セールス,e,1,
思い過ごし,n,1,
ウソ,n,1,
巧妙,p,1,
手口,n,1,
９番,e,2,
チームプレー,e,1,
プレー,e,1,
秩序,p,1,
ヤケ,n,1,
救急,n,1,
カウンセラー,e,1,
大喧嘩,n,2,
普及,p,3,
思案,e,1,
鳴り,e,1,
スキルアップ,p,1,
パワフル,p,1,
早とちり,n,1,
意志疎通,p,1,
伝達,e,1,
破たん,n,1,
歯がゆさ,n,1,
尿,e,5,
リッチ,p,1,
形式,n,2,
排泄,e,9,
やみくも,e,1,
尿意,e,1,
排泄物,n,7,
覗き,n,1,
下痢,n,2,
消化不良,n,1,
便秘,n,4,
果報,p,2,
セーフ,p,1,
お邪魔,n,2,
個室,e,5,
水漏れ,n,1,
伝統,p,1,
汚物,n,2,
清々しさ,p,1,
難題,n,1,
不気味さ,n,2,
軋轢,n,3,
下り坂,n,1,
歪み,n,1,
処理能力,p,2,
暗雲,n,3,
対話,e,4,
不具合,n,1,
惨劇,n,1,
こび,n,1,
極まり,e,2,
資質,p,1,
悲惨,n,1,
将来性,p,2,
便所,e,1,
高価,p,1,
おろそか,n,2,
無神経,n,1,
検診,e,2,
ノック,e,1,
ハレ,e,1,
久しぶり,e,3,
わび,p,1,
面白さ,p,1,
あからさま,n,1,
代役,p,1,
純真,p,1,
高校生,e,1,
明確,p,3,
回答,e,2,
因果,n,2,
因果関係,e,2,
アットホーム,p,1,
温かさ,p,2,
仲間内,e,1,
仕返し,n,1,
ヒロイン,e,1,
タブー,n,1,
摂取,e,4,
早起き,e,2,
早寝早起き,p,2,
気さく,p,1,
モラル,p,2,
骨折,n,3,
触れ合い,e,1,
土産,p,3,
いい気持ち,p,1,
シフト,e,1,
意気消沈,n,1,
慰め,p,4,
消沈,n,1,
美人,p,3,
金力,e,1,
結びつき,e,3,
らしさ,p,4,
柔軟さ,p,1,
障り,n,4,
目障り,n,3,
失意,n,1,
お友達,e,1,
滑落,n,1,
水難,n,1,
水難事故,n,1,
難事,n,1,
難局,n,1,
心待ち,p,2,
お得,p,1,
ぬか喜び,n,1,
商品,e,1,
口喧嘩,n,1,
発想力,p,3,
相乗効果,p,1,
青い鳥,e,1,
判断ミス,n,1,
カラフル,p,2,
名前,e,2,
鳴き,e,6,
オウム,e,1,
マネ,n,1,
めぐり,e,1,
フクロウ,e,1,
空想,p,2,
不死,p,1,
鳳凰,e,1,
ハンマー,e,1,
馬鹿,n,3,
誹謗,n,1,
誹謗中傷,n,1,
解明,e,1,
指導力,p,1,
見物,p,1,
言い分,p,1,
頭でっかち,n,2,
蓄え,p,2,
危惧,e,2,
ご機嫌,p,1,
ねぎらい,p,2,
身性,e,1,
仏,e,4,
影響下,e,1,
悼み,n,3,
笑み,p,1,
不敵,n,3,
遠回り,n,1,
奇跡,p,1,
事故死,n,2,
痛感,n,2,
供養,e,1,
一つ一つ,p,1,
浮き,e,2,
厚意,p,1,
他界,n,1,
共鳴,e,1,
思い入れ,e,1,
蒸し返し,n,1,
デザイナー,e,1,
記録,p,3,
録,p,4,
つまずき,n,1,
スキャンダル,n,1,
嘲笑,n,1,
出血量,n,1,
過労,n,1,
貯金,p,1,
オーラ,p,2,
霊体,e,1,
不味,n,2,
話し声,e,1,
遺体,n,1,
お見舞い,e,1,
遺品,n,1,
僧侶,e,1,
無名,n,1,
歴史,e,5,
切実,n,1,
自己嫌悪,n,5,
全速,p,2,
全速力,p,2,
速力,p,2,
スピードアップ,e,1,
不法,n,1,
不法侵入,n,1,
信頼感,p,2,
無心,p,1,
死人,n,1,
悪戦,e,1,
悪戦苦闘,n,1,
苦闘,n,1,
爆風,n,1,
勤務,e,2,
困憊,n,3,
疲労困憊,n,3,
騒動,n,1,
猛威,n,1,
まとも,p,1,
謎,e,2,
収益,p,1,
女神,e,3,
神経質,n,3,
産婦人科,e,1,
確信,p,2,
咳,n,1,
眠気,n,1,
素質,p,3,
胎動,e,1,
異様,n,1,
妊婦さん,e,2,
中絶,n,1,
フライ,e,3,
至極,p,1,
常識的,p,1,
厚み,e,1,
非道,n,2,
ボーナス,p,1,
奔放,e,4,
コスト,n,1,
ぶす,n,1,
爪,e,2,
愛着,p,1,
可愛さ,p,1,
拒否反応,n,1,
悔しさ,n,2,
狭め,e,1,
説得,e,2,
興味関心,p,2,
デマ,n,2,
白色,e,3,
迷信,n,1,
灰,e,3,
灰色,e,3,
曖昧さ,n,2,
チャームポイント,p,2,
虫歯,n,6,
強み,p,3,
老化,e,1,
歯ぎしり,n,3,
治療,e,7,
減退,n,3,
人間性,p,3,
誠実さ,p,2,
発達,p,2,
食べ過ぎ,n,1,
ヒビ,n,3,
補充,p,2,
重し,n,1,
破断,n,1,
放出,n,2,
偉人,p,2,
拷問,n,1,
証明,e,1,
親知らず,e,1,
マナー,e,2,
歯並び,e,1,
腫,n,5,
腫れ,n,5,
つわり,n,2,
歓迎,p,1,
唾,e,2,
唾液,e,1,
解放感,p,3,
虚しさ,n,2,
模様,e,2,
引っ掛かり,e,2,
金額,n,3,
飲み過ぎ,n,5,
吐き気,n,2,
介抱,p,1,
達人,p,1,
野生,e,2,
飲みすぎ,n,1,
食べすぎ,n,1,
気持ち悪さ,n,1,
弁解,n,1,
乗り物酔い,n,1,
無我,e,1,
更新,e,1,
最高記録,p,1,
売り上げ,p,1,
品質,p,1,
不手際,n,1,
拒食,n,1,
拒食症,n,1,
四つ,e,1,
制約,n,1,
鼓舞,e,1,
底上げ,p,1,
登頂,e,2,
友達付き合い,e,2,
墓地,n,1,
男らしさ,e,1,
デメリット,n,1,
乗客,e,3,
先見,p,1,
迅速,p,1,
ステータス,p,1,
ハリ,p,1,
メリハリ,p,1,
サポーター,e,1,
頭痛,n,1,
名言,p,1,
個人情報,e,1,
人情,p,1,
流出,n,1,
ツバ,e,1,
絶滅,n,1,
一時逃れ,n,1,
生き甲斐,p,1,
パイロット,e,1,
墜落,n,6,
好き勝手,n,1,
自分らしさ,p,1,
戦闘,n,1,
チケット,e,4,
不時着,e,1,
完了,e,1,
待ち時間,n,1,
威力,p,1,
乱気流,n,1,
ガイド,e,1,
士気,p,1,
異例,e,1,
穏和,p,1,
重宝,p,1,
水神,e,1,
浸透,e,2,
沈黙,e,1,
生産,e,1,
つっけんどん,n,1,
暖かさ,p,1,
光沢,p,1,
しびれ,n,1,
しんどさ,n,1,
麻痺,n,1,
コブラ,e,3,
毒蛇,e,8,
アメリカ,e,1,
体中,e,1,
ヘビ,e,1,
掌握,p,1,
制圧,n,1,
力ずく,n,1,
爬虫類,e,1,
消失,n,1,
盛り上がり,p,1,
泥沼化,n,1,
演奏,e,1,
音楽家,e,1,
職人,p,1,
優位,p,1,
敗北,n,1,
治癒,p,2,
ブラック,n,1,
もみ,e,1,
ノウハウ,e,1,
先入観,n,1,
創造性,p,1,
頭脳,p,1,
給与,e,1,
自己表現,e,1,
説得力,p,1,
表現能力,p,1,
応募,e,1,
社会性,p,1,
適応性,p,1,
子供っぽさ,n,1,
ずぼら,n,1,
進歩,p,2,
恩義,p,1,
毒素,n,2,
同居,e,2,
神々しさ,p,1,
清らか,p,1,
暴力沙汰,n,1,
理知,p,1,
奥ゆかしさ,p,1,
気品,p,1,
超能力,p,1,
沈滞,n,1,
創作,e,1,
配色,e,1,
入手,e,1,
修得,e,1,
特技,p,1,
王朝,e,1,
秦,e,1,
弾圧,n,1,
焚書,n,1,
一喜一憂,e,2,
破れ,n,1,
ひととき,e,1,
博識,p,1,
裏付け,e,2,
鉛,e,1,
親しみ,p,2,
誤認,n,1,
仕入れ,e,1,
古本,e,3,
専門性,p,1,
マニア,e,1,
専門知識,p,2,
基礎知識,p,1,
弁償,?p?n,1,
論理的思考,p,1,
レジャー,p,1,
娯楽,p,1,
刊,e,1,
週刊,e,1,
グルメ,e,1,
オカルト,n,1,
知的好奇心,p,1,
貪欲,n,2,
落胆,n,1,
手掛かり,p,1,
八方ふさがり,n,1,
観光,p,4,
時代遅れ,n,1,
盛衰,e,1,
俗,n,1,
めど,e,1,
袋小路,e,2,
メニュー,e,1,
二者択一,e,1,
気掛かり,n,1,
でこぼこ,n,1,
凹凸,n,1,
砂利,e,1,
目的達成,p,1,
年齢制限,e,1,
無情,n,1,
変更等,e,1,
カルチャーショック,n,1,
安らか,p,1,
遺物,e,1,
廃墟,e,1,
墓場,e,1,
有限,e,1,
喧騒,e,1,
賑やか,p,2,
総合,e,1,
誤り,n,1,
でっち上げ,n,2,
耳障り,n,1,
生還,p,1,
寄生虫,e,2,
余地,e,1,
良縁,p,2,
夏休み,e,2,
博士,e,1,
災厄,n,1,
魔性,n,1,
怠け者,n,1,
群,e,1,
思い切り,p,1,
天道,p,1,
失脚,n,1,
冷たさ,n,2,
レベルアップ,p,1,
ちょっかい,n,1,
デリ,e,1,
デリケート,e,1,
スリップ,n,3,
不満足,n,1,
具体性,p,1,
再開,e,1,
囲み,e,1,
数週間,e,1,
気軽,p,2,
恨みつらみ,n,1,
想念,e,2,
ラッシュ,n,1,
キープ,e,1,
不潔,n,1,
成功体験,p,1,
かわいそう,n,1,
ビンタ,n,1,
大人物,p,1,
入試,e,1,
あいまい,n,1,
糊,e,1,
不思議さ,e,1,
明瞭,p,1,
ゴースト,e,2,
意図,e,3,
易さ,p,1,
寒気,n,1,
ご先祖様,e,1,
足止め,n,1,
捻挫,n,1,
霊験,p,1,
水子,n,1,
合格,p,2,
鈍さ,n,1,
鈍感,n,1,
別段,p,1,
異常事態,n,1,
教育,e,1,
静けさ,p,1,
雪崩,n,6,
歩き方,e,1,
氷,e,2,
大喜び,p,1,
大逆,n,1,
器用,p,1,
器用さ,p,1,
不器用,n,1,
恐ろしさ,n,2,
寒さ,n,1,
大雪,n,1,
アウトドア,e,2,
願い事,p,1,
再現,e,1,
足跡,e,1,
ぎりぎり,n,1,
座礁,n,1,
化粧品,e,1,
ヒット,p,1,
手頃,p,1,
理解力,p,1,
対価,e,1,
無人島,e,1,
平気,p,2,
ゲーム感覚,e,1,
お土産,e,2,
潤滑,p,1,
醍醐味,p,1,
パンフレット,e,1,
リゾート,p,1,
格式,p,1,
混雑,n,1,
雑用,n,2,
研修,e,1,
直観,e,1,
味見,e,1,
怠惰,n,1,
気苦労,n,1,
主体性,e,1,
最愛,p,1,
寿命,e,1,
疑似体験,e,1,
アドレナリン,e,1,
分泌,e,1,
いさかい,n,1,
披露,e,1,
適合,p,1,
別行動,e,1,
進化,p,2,
アイデンティティ,p,1,
物理的,e,1,
感受性,p,1,
小物,n,1,
好成績,p,1,
質問,e,1,
付近,e,2,
短気,n,1,
技術,p,1,
技能,p,1,
習得,p,1,
特殊,e,2,
研鑽,e,1,
格差,n,1,
学歴,p,1,
実力差,e,1,
点数,p,1,
現代人,e,1,
おばけ,e,1,
お風呂場,e,1,
恐怖症,n,1,
カーブ,e,1,
叱咤,n,1,
懲罰,n,1,
無実,e,1,
いい加減,e,2,
細工,e,1,
不細工,n,1,
呪い,n,1,
魔女,e,1,
監禁,n,1,
誘拐,n,1,
屍,n,1,
寝たきり,n,1,
失明,n,1,
認識不足,n,1,
奇抜,e,1,
推測,e,2,
確定,e,1,
重病,n,1,
早期治療,e,1,
不確定,n,1,
震え,n,1,
バイオリズム,e,1,
現段階,e,1,
事案,e,1,
誠意,p,1,
ボタン,e,2,
参列,e,1,
１４年,e,1,
４年,e,1,
スコットランド,e,1,
掲載,e,1,
唱歌,e,1,
凡ミス,n,1,
絵画,e,1,
力強さ,p,1,
方位,e,1,
やんちゃ,e,1,
食欲,p,2,
びくびく,n,1,
百も承知,e,1,
開放性,p,1,
認可,p,1,
抵抗感,n,1,
狐,n,1,
必須,e,1,
悔し涙,e,2,
ガッツ,p,1,
効き目,p,1,
無力感,n,1,
猜疑,n,1,
晴れ晴れ,p,1,
訪問,e,1,
訪問者,e,1,
断絶,n,1,
泣き声,n,1,
幼児,e,1,
電波,n,1,
ワースト,n,23,
ブレス,e,2,
英知,p,1,
鉱物,e,2,
豊富,p,1,
神秘性,p,1,
アマ,e,1,
透明感,p,1,
決定,e,1,
縞模様,e,1,
宝石,p,2,
素晴らしさ,p,1,
多彩,p,1,
風雨,e,1,
暴風,n,1,
暴風雨,e,1,
エジプト,e,1,
キリスト,e,1,
王者,p,1,
記憶力,p,1,
仕事内容,e,1,
乗り気,e,1,
未熟者,n,1,
リアリティ,p,1,
徹夜,e,1,
レッテル,n,1,
敗者,n,1,
強迫観念,e,1,
隔たり,n,1,
稿,n,1,
家庭教師,e,1,
誇張,n,1,
学習意欲,p,1,
